"عندما تقوم بتدريب أشياء غير خطية للغاية مثل الشبكات العصبية ،","Where you're training highly non-linear things like neural networks,",,,,,,,,
يجب أن نتحدث عنها لاحقًا في CS229 أيضًا.,we should talk about later in CS229 as well.,,,,,,,,
أه هذه الأمور تزداد حدة.,"Uh, these issues become more acute.",,,,,,,,
رائع.  حسنا عظيم. ,"Cool. Okay, great.",,,,,,,,
"لذا ، أم ، آه ، أجل.","So, um, uh, yeah.",,,,,,,,
[معرفتي]. ,[BACKGROUND].,,,,,,,,
"أوه ، هل سيكون معدل التعلم الخاص بك 1 على n مرة من الانحدار الخطي؟  ليس حقًا ،","Oh, would your learning rate be 1 over n times linear regressions then? Not really,",,,,,,,,
فهو عادة أكبر من ذلك بكثير.,it's usually much bigger than that.,,,,,,,,
"آه ، آه ، نعم ، لأنه إذا كان معدل التعلم الخاص بك هو 1 على n مرة","Uh, uh, yeah, because if your learning rate was 1 over n times",,,,,,,,
"مما ستستخدمه مع نزول التدرج اللوني الدفعي ،",that of what you'd use with batch gradient descent,,,,,,,,
"فسينتهي به الأمر إلى أن يكون بطيئًا مثل انحدار الدُفعات ،","then it would end up being as slow as batch gradient descent,",,,,,,,,
لذلك عادةً ما يكون أكبر بكثير.,so it's usually much bigger.,,,,,,,,
"تمام.  لذا ، حسنًا ، هذا هو الانحدار العشوائي و- و- لذا سأخبرك بما أفعله.","Okay. So, um, so that's stochastic gradient descent and- and- so I'll tell you what I do.",,,,,,,,
"إذا - إذا كان لديك مجموعة بيانات صغيرة نسبيًا ،","If- if you have a relatively small dataset,",,,,,,,,
"كما تعلم ، إذا كان لديك - إذا كان لديك ، لا أعرف ،","you know, if you have- if you have, I don't know,",,,,,,,,
"مثل مئات الأمثلة ، ربما الآلاف من الأمثلة حيث ،","like hundreds of examples maybe thousands of examples where,",,,,,,,,
"آه ، من الكفاءة الحسابية القيام بهبوط دفعة متدرجة.","uh, it's computationally efficient to do batch gradient descent.",,,,,,,,
إذا لم يكلف نزول التدرج اللوني للدفعة الكثير,"If batch gradient descent doesn't cost too much,",,,,,,,,
"، فسأستخدم دائمًا",I would almost always just use,,,,,,,,
"نزول التدرج اللوني للدفعة لأنه أقل شيء يجب العبث به ، أليس كذلك؟","batch gradient descent because it's one less thing to fiddle with, right?",,,,,,,,
"إنه شيء واحد فقط يجب أن تقلق بشأنه ،","It's just one less thing to have to worry about,",,,,,,,,
"آه ، تتأرجح المعلمات ،","uh, the parameters oscillating,",,,,,,,,
ولكن مجموعة البيانات الخاصة بك كبيرة جدًا بحيث,but your dataset is too large that,,,,,,,,
"يصبح نزول التدرج الدُفعي محظورًا - بطيئًا للغاية ،","batch gradient descent becomes prohibit- prohibitively slow,",,,,,,,,
"ثم سيستخدم الجميع تقريبًا ، كما تعلمون ،","then almost everyone will use, you know,",,,,,,,,
"التدرج العشوائي أو أي شيء يشبه العشوائية  نزول متدرج ، حسنًا؟","stochastic gradient descent or whatever more like stochastic gradient descent, okay?",,,,,,,,
"حسنًا ، إذن ، إنحدار التدرج ،","All right, so, um, gradient descent,",,,,,,,,
كل من نزول التدرج الدفعي ونسب التدرج العشوائي هو,both batch gradient descent and stochastic gradient descent is,,,,,,,,
"خوارزمية تكرارية تعني أنه يتعين عليك اتخاذ خطوات متعددة للوصول ،","an iterative algorithm meaning that you have to take multiple steps to get to,",,,,,,,,
"كما تعلم ، إلى الاقتراب من المستوى العالمي الأمثل.","you know, get near hopefully the global optimum.",,,,,,,,
"اتضح أن هناك خوارزمية أخرى ،","It turns out there is another algorithm,",,,,,,,,
"أه ، و- و ، أم ،","uh, and- and, um,",,,,,,,,
للعديد من الخوارزميات الأخرى التي سنتحدث عنها في هذه الدورة,for many other algorithms we'll talk about in this course,,,,,,,,
"بما في ذلك النماذج الخطية المعممة والشبكات العصبية وعدد قليل من الخوارزميات الأخرى ، آه ،","including generalized linear models and neural networks and a few other algorithms, uh,",,,,,,,,
"سيكون عليك استخدام النسب المتدرج  وهكذا - وهكذا سنرى انحدارًا متدرجًا ،","you will have to use gradient descent and so- and so we'll see gradient descent,",,,,,,,,
"كما تعلمون ، بينما نطور عدة خوارزميات مختلفة في وقت لاحق من هذا الربع.","you know, as we develop multiple different algorithms later this quarter.",,,,,,,,
"اتضح أنه بالنسبة للحالة الخاصة للانحدار الخطي ، أه ، أه","It turns out that for the special case of linear regression, uh, uh,",,,,,,,,
"، وأعني الانحدار الخطي ولكن ليس الخوارزمية التي سنتحدث عنها يوم الاثنين المقبل ،","and I mean linear regression but not the algorithm we'll talk about next Monday,",,,,,,,,
"وليست الخوارزمية التي سنتحدث عنها الأربعاء المقبل ،","not the algorithm we'll talk about next Wednesday,",,,,,,,,
ولكن إذا كانت الخوارزمية أنت '  إعادة الاستخدام هو الانحدار الخطي والانحدار الخطي بالضبط.,but if the algorithm you're using is linear regression and exactly linear regression.,,,,,,,,
"اتضح أن هناك طريقة ، آه ،","It turns out that there's a way to, uh,",,,,,,,,
لحل القيمة المثلى للمعلمات ثيتا للقفز,solve for the optimal value of the parameters theta to just jump in,,,,,,,,
"خطوة واحدة فقط إلى المستوى العالمي الأمثل دون الحاجة إلى استخدام خوارزمية تكرارية ،","one step to the global optimum without needing to use an iterative algorithm,",,,,,,,,
"صحيح ، وهذه - سأقدمها  التالي يسمى المعادلة العادية.","right, and this- this one I'm gonna present next is called the normal equation.",,,,,,,,
"إنه يعمل فقط مع الانحدار الخطي ،","It works only for linear regression,",,,,,,,,
ولا يعمل مع أي من الخوارزميات الأخرى التي أتحدث عنها لاحقًا في هذا الربع.,doesn't work for any of the other algorithms I talk about later this quarter.,,,,,,,,
"لكن [ضوضاء] ، آه ،","But [NOISE] um, uh,",,,,,,,,
دعني أريكم بسرعة اشتقاق ذلك.,let me quickly show you the derivation of that.,,,,,,,,
"وما أريد أن أفعله هو ، آه ،","And, um, what I want to do is, uh,",,,,,,,,
أعطيك لمحة عن كيفية اشتقاق,give you a flavor of how to derive,,,,,,,,
"المعادلة العادية وأين ينتهي بك الأمر هو كما تعلم ،","the normal equation and where you end up with is you know,",,,,,,,,
ما- ما- ما آمل أن أفعله هو أن ينتهي بك الأمر بصيغة  يتيح لك,wha- what- what I hope to do is end up with a formula that lets you,,,,,,,,
القول أن ثيتا تساوي بعض الأشياء حيث قمت,say theta equals some stuff where you just,,,,,,,,
"بتعيين ثيتا تساوي ذلك ، وفي خطوة واحدة مع عدد قليل من مضاعفات المصفوفة ،",set theta equals to that and in one step with a few matrix multiplications you,,,,,,,,
ينتهي بك الأمر مع القيمة المثلى لـ ثيتا التي تجعلك في المستوى العالمي الأمثل,"end up with the optimal value of theta that lands you right at the global optimum,",,,,,,,,
"، تمامًا مثل هذا ، فقط في  خطوة واحدة. ","right, just like that, just in one step.",,,,,,,,
"تمام.  اممم ، وإذا كنت قد أخذت ، كما تعلم ،","Okay. Um, and if you've taken, you know,",,,,,,,,
"دورات الجبر الخطي المتقدمة من قبل أو شيء من هذا القبيل ،","advanced linear algebra courses before or something,",,,,,,,,
فربما تكون قد رأيت,"you may have seen, um,",,,,,,,,
هذه الصيغة للانحدار الخطي.,this formula for linear regression.,,,,,,,,
ما - ما تفعله الكثير من فئات الجبر الخطي,Wha- what a lot of linear algebra classes do,,,,,,,,
"، ما تفعله بعض فئات الجبر الخطي هو تغطية السبورة","is, what some linear algebra classes do is cover the board with,",,,,,,,,
بصفحات وصفحات مشتقات المصفوفات كما تعلم.,"you know, pages and pages of matrix derivatives.",,,,,,,,
ما أريد فعله هو أن أصف لك,"Um, what I wanna do is describe to you",,,,,,,,
تدوينًا مشتقًا لمصفوفة يسمح لك باشتقاق,a matrix derivative notation that allows you to derive,,,,,,,,
"المعادلة العادية في أربعة أسطر تقريبًا من الجبر الخطي ،","the normal equation in roughly four lines of linear algebra,",,,,,,,,
"آه ، بدلاً من بعض الصفحات وصفحات","uh, rather than some pages and pages of",,,,,,,,
"الجبر الخطي وفي العمل الذي قمت به في  تعلم الآلة ،","linear algebra and in the work I've done in machine learning you know,",,,,,,,,
"أحيانًا يكون الترميز مهمًا حقًا ، أليس كذلك.","sometimes notation really matters, right.",,,,,,,,
"إذا كان لديك الترميز الصحيح ، يمكنك حل بعض المشكلات",If you have the right notation you can solve some problems,,,,,,,,
"بسهولة أكبر وما أريد فعله هو ،","much more easily and what I wanna do is,",,,,,,,,
"أم ، آه ، حدد هذا","um, uh, define this uh,",,,,,,,,
"تدوين الجبر الخطي المصفوفة ثم لا أريد القيام بكل خطوات الاشتقاق ،","matrix linear algebra notation and then I don't wanna do all the steps of the derivation,",,,,,,,,
"أريد  أعطيك - أعطيك إحساسًا بنكهة الشكل الذي تبدو عليه وبعد ذلك ،","I wanna give you- give you a sense of the flavor of what it looks like and then,",,,,,,,,
"أم ، سأطلب منك ،","um, I'll ask you to,",,,,,,,,
"آه ، أه ، الحصول على الكثير من التفاصيل بنفسك ، أم ،","uh, uh, get a lot of details yourself, um,",,,,,,,,
في- في ملاحظات المحاضرة حيث,in the- in the lecture notes where we,,,,,,,,
نعمل  كل شيء بتفاصيل أكثر مما أريد أن أفعله في الجبر في الفصل.,work out everything in more detail than I want to do algebra in class.,,,,,,,,
"وفي مجموعة المشكلات الأولى ، ستتمرن على استخدام هذا بنفسك","And, um, in problem set one you'll get to practice using this yourself to- to- to-,",,,,,,,,
لاستنباط بعض الأشياء الإضافية.,"you know, derive some additional things.",,,,,,,,
"لقد وجدت أن هذا الترميز مناسب حقًا ،","I've- I've found this notation really convenient,",,,,,,,,
"صحيح ، لاشتقاق خوارزميات التعلم.","right, for deriving learning algorithms.",,,,,,,,
"تمام.  لذا ، سأستخدم الترميز التالي.","Okay. So, um, I'm going to use the following notation.",,,,,,,,
"اممم ، لذا جي ، صحيح.","Um, so J, right.",,,,,,,,
هناك تعيين دالة من المعلمات إلى الأرقام الحقيقية.,There's a function mapping from parameters to the real numbers.,,,,,,,,
"سأقوم بتعريف هذا- هذا هو مشتق J من ثيتا بالنسبة إلى ثيتا ،","So I'm going to define this- this is the derivative of J of theta with respect to theta,",,,,,,,,
"حيث- تذكر أن ثيتا متجه ثلاثي الأبعاد يقول R3 ،","where- remember theta is a three-dimensional vector says R3,",,,,,,,,
"أو في الواقع هو R n + 1 ، صحيح.","or actually it's R n+1, right.",,,,,,,,
"إذا كان لديك ، آه ، ميزتان للمنزل إذا كان n = 2 ،","If you have, uh, two features to the house if n=2,",,,,,,,,
"فإن ثيتا كانت ثلاثية الأبعاد ،","then theta was 3 dimensional,",,,,,,,,
إنها n + 1 بعد لذا فهي متجه.,it's n+1 dimensional so it's a vector.,,,,,,,,
لذا سأعرّف المشتقة بالنسبة إلى ثيتا J لثيتا على النحو التالي.,And so I'm gonna define the derivative with respect to theta of J of theta as follows.,,,,,,,,
"اممم ، سيكون هذا في حد ذاته","Um, this is going to be itself a",,,,,,,,
3 × 1 متجه,3 by 1 vector,,,,,,,,
[ضوضاء].,[NOISE].,,,,,,,,
"حسنًا ، أتمنى أن يكون هذا الترميز واضحًا.","Okay, so I hope this notation is clear.",,,,,,,,
إذن هذا متجه ثلاثي الأبعاد به ثلاثة مكونات أه.,"So this is a three-dimensional vector with, uh, three components.",,,,,,,,
"حسنًا ، هذا ما أعتقده.",Alright so that's what I guess I'm.,,,,,,,,
"هذا هو المكون الأول متجه ،","So that's the first component is a vector,",,,,,,,,
وهناك ثاني وهناك ثالث.,there's a second and there's a third.,,,,,,,,
إنه المشتق الجزئي لـ J بالنسبة إلى كل عنصر من العناصر الثلاثة.,It's the partial derivative of J with respect to each of the three elements.,,,,,,,,
"أم ، وبشكل أعم ،","Um, and more generally,",,,,,,,,
في التدوين الذي,"in the notation we'll use,",,,,,,,,
"سنستخدمه ، اسمحوا لي أن أقدم لكم مثالاً.","um, let me give you an example.",,,,,,,,
"اممم ، دعنا نقول أن أ هي مصفوفة.","Um, uh, let's say that a is a matrix.",,,,,,,,
لنفترض أن a هو مصفوفة اثنين في اثنين.,So let's say that a is a two-by-two matrix.,,,,,,,,
"ثم ، يمكنك الحصول على وظيفة ،","Then, um, you can have a function,",,,,,,,,
"حسنًا ، لنفترض أن a هو ، كما تعلمون ،","right, so let's say a is, you know,",,,,,,,,
"A1-1 ، A1-2 ، A2-1 و A2-2 ، صحيح.","A1-1, A1-2, A2-1 and A2-2, right.",,,,,,,,
"إذن ، A عبارة عن مصفوفة اثنين في اثنين.",So A is a two-by-two matrix.,,,,,,,,
"إذن قد يكون لديك وظيفة ما ،","Then you might have some function um,",,,,,,,,
"من مصفوفة A يمينًا ،","of a matrix A right,",,,,,,,,
فهذا رقم حقيقي.,then that's a real number.,,,,,,,,
"لذا ربما f الخرائط من A 2-by-2 إلى ،","So maybe f maps from A 2-by-2 to,",,,,,,,,
"آه ، عفواً ، R 2-by-2 ، إنه رقم حقيقي.","uh, excuse me, R 2-by-2, it's a real number.",,,,,,,,
"لذا ، أم ، آه ، وهكذا على سبيل المثال ،","So, um, uh, and so for example,",,,,,,,,
"إذا كانت f لـ A تساوي A11 زائد A12 تربيع ،","if f of A equals A11 plus A12 squared,",,,,,,,,
"فإن f لـ ، كما تعلمون ، 5 ،","then f of, you know, 5,",,,,,,,,
"6 ، 7 ، 8 ستساوي 5 زائد 6 تربيع ، صحيح.","6, 7, 8 would be equal to I guess 5 plus 6 squared, right.",,,,,,,,
"لذلك ، عندما نشتق هذا ،","So as we derive this,",,,,,,,,
سنعمل قليلاً مع الدوال التي,we'll be working a little bit with functions that map from,,,,,,,,
تربط من المصفوفات إلى الأعداد الحقيقية وهذا مجرد مثال واحد مكون,matrices to real numbers and this is just one made up,,,,,,,,
,example of a function that,,,,,,,,
"لدالة تدخل مصفوفة وتعيين المصفوفة ، وتعيين قيم المصفوفة إلى a  عدد حقيقي. ","inputs a matrix and maps the matrix, maps the values of matrix to a real number.",,,,,,,,
"وعندما يكون لديك دالة مصفوفة كهذه ،","And when you have a matrix function like this,",,,,,,,,
سأقوم بتعريف المشتقة بالنسبة إلى A لـ f لـ A,I'm going to define the derivative with respect to A of f of A to be,,,,,,,,
لتكون مساوية لنفسها مصفوفة حيث مشتق f لـ A بالنسبة للمصفوفة A.,equal to itself a matrix where the derivative of f of A with respect to the matrix A.,,,,,,,,
ستكون نفسها مصفوفة بنفس البعد من a وعناصر,"Uh, this itself will be a matrix with the same dimension of a and the elements of",,,,,,,,
هذا هي المشتق فيما يتعلق بالعناصر الفردية.,this are the derivative with respect to the individual elements.,,,,,,,,
"في الواقع ، اسمحوا لي فقط أن أكتبها على هذا النحو.","Actually, let me just write it like this.",,,,,,,,
[ضوضاء],[NOISE],,,,,,,,
"حسنًا.  لذلك إذا كانت A عبارة عن مصفوفة 2 × 2 ،",Okay. So if A was a 2-by-2 matrix,,,,,,,,
فإن مشتق F لـ A بالنسبة إلى A هو نفسه,then the derivative of F of A with respect to A is itself,,,,,,,,
"مصفوفة 2 × 2 ويمكنك حساب هذه المصفوفة 2 × 2 بمجرد النظر إلى F وأخذ ،","a 2-by-2 matrix and you compute this 2-by-2 matrix just by looking at F and taking,",,,,,,,,
"أه  ، المشتقات فيما","uh, derivatives with respect to",,,,,,,,
يتعلق بالعناصر المختلفة وإدخالها في,"the different elements and plugging them into the different,",,,,,,,,
العناصر المختلفة لهذه المصفوفة.,the different elements of this matrix.,,,,,,,,
"تمام.  أم ، وهكذا في هذا المثال بالذات ،","Okay. Um, and so in this particular example,",,,,,,,,
أعتقد أن الاحترام الاشتقاقي لـ A من F لـ A.,I guess the derivative respect to A of F of A.,,,,,,,,
"سيكون هذا ، أم ، [ضوضاء] صحيحًا ،","This would be, um, [NOISE] right,",,,,,,,,
سيكون - سيكون كذلك.,it would be- it would be that.,,,,,,,,
آه وأنا حصلنا على هذه الأرقام الأربعة من خلال أخذ,"Ah and I got these four numbers by taking, um,",,,,,,,,
تعريف F,the definition of F and taking,,,,,,,,
"وأخذ المشتق بالنسبة إلى A_1 ، 1 والتعويض هنا.","the derivative with respect to A_1, 1 and plugging that here.",,,,,,,,
"آه ، أخذ المشتق بالنسبة إلى A_1،2 والتعويض","Ah, taking the derivative with respect to A_1,2 and",,,,,,,,
هنا وأخذ المشتق فيما,plugging that here and taking the derivative with respect to,,,,,,,,
يتعلق بالعناصر المتبقية وتعويضهم هنا أيهما- الذي- كان 0.,the remaining elements and plugging them here which- which was 0.,,,,,,,,
حسنًا؟  إذن هذا هو تعريف مشتق مصفوفة.  نعم؟ ,Okay? So that's the definition of a matrix derivative. Yeah?,,,,,,,,
[غير مسموع]. ,[inaudible].,,,,,,,,
نعم بالتأكيد.  نحن فقط نستخدم تعريف المتجه.,"Oh, yes. We're just using the definition for a vector.",,,,,,,,
"آه ، N بمقدار 1 أو N في مصفوفة واحدة.","Ah, N by 1 or N by 1 matrix.",,,,,,,,
"نعم فعلا.  وفي الواقع ،",Yes. And in fact that definition and,,,,,,,,
فإن التعريف وهذا التعريف لمشتق J بالنسبة إلى ثيتا هما متسقان.,this definition for the derivative of J with respect to Theta these are consistent.,,,,,,,,
"لذا ، إذا قمت بتطبيق هذا التعريف على متجه عمود ،","So if you apply that definition to a column vector,",,,,,,,,
"تعاملت مع متجه العمود على أنه مصفوفة N بمقدار 1 أو N ،","treating a column vector as an N by 1 matrix or N,",,,,,,,,
"أعتقد أنه سيكون مصفوفة N زائد 1 × 1 ،",I guess it would be N plus 1 by 1 matrix,,,,,,,,
فهذا- يتخصص فيما وصفناه هنا.,then that- that specializes to what we described here.,,,,,,,,
[ضوضاء],[NOISE],,,,,,,,
"حسنًا.  لذا ، لنرى.","All right. So, um, let's see.",,,,,,,,
"تمام.  لذا ، أريد أن أترك تفاصيل ملاحظات المحاضرة لأن هناك","Okay. So, um, I want to leave the details of the lecture notes because there's",,,,,,,,
المزيد من سطور الجبر التي لن أفعلها ولكنها ستعطيك نظرة عامة,more lines of algebra which I won't do but it'll give you an overview,,,,,,,,
[ضوضاء] لما يبدو عليه اشتقاق المعادلة العادية.,[NOISE] of what the derivation of the normal equation looks like.,,,,,,,,
"أم ، إذن في هذا التعريف لمشتقة أ- من المصفوفة ،","Um, so onto this definition of a derivative of a- of a matrix,",,,,,,,,
"أممم ، المخطط العام لما سنفعله هو أننا سنأخذ J من ثيتا.","um, the broad outline of what we're going to do is we're going to take J of Theta.",,,,,,,,
حق.  هذه هي وظيفة التكلفة.,Right. That's the cost function.,,,,,,,,
"أم ، خذ المشتق بالنسبة إلى ثيتا.","Um, take the derivative with respect to Theta.",,,,,,,,
"حق.  آه ، نظرًا لأن Theta عبارة عن متجه ، فأنت تريد أن","Right. Ah, since Theta is a vector so you want to take",,,,,,,,
"تأخذ المشتق بالنسبة إلى Theta وأنت تعرف جيدًا ،","the derivative with respect to Theta and you know well,",,,,,,,,
كيف يمكنك تصغير دالة؟,how do you minimize a function?,,,,,,,,
تأخذ المشتقات مع [NOISE] بالنسبة إلى Theta وتساويها بـ,You take derivatives with [NOISE] respect to Theta and set it equal to 0.,,,,,,,,
0. ثم تحل قيمة Theta بحيث يكون المشتق 0.,And then you solve for the value of Theta so that the derivative is 0.,,,,,,,,
"صحيح.  - الحد الأدنى ، كما تعلم ،","Right. The- the minimum, you know,",,,,,,,,
الحد الأقصى والحد الأدنى للدالة هو حيث يكون المشتق مساويًا,the maximum and minimum of a function is where the derivative is equal to 0.,,,,,,,,
"للصفر. إذن ، كيف تشتق المعادلة العادية هو أن تأخذ هذا المتجه.",So- so how you derive the normal equation is take this vector.,,,,,,,,
"آه ، لذا فإن J من Theta يرسم من متجه إلى رقم حقيقي.","Ah, so J of Theta maps from a vector to a real number.",,,,,,,,
"لذلك ، سنأخذ المشتقات المتعلقة بـ Theta ونضبطها على 0،0 ونحل","So we'll, take the derivatives respect to Theta set it to 0,0 and solve",,,,,,,,
"قيمة Theta ، ثم ننتهي بصيغة لـ Theta تتيح لك فقط","for Theta and then we end up with a formula for Theta that lets you just,",,,,,,,,
"، آه ، كما تعلم ،","um, ah, you know,",,,,,,,,
الانتقال فورًا إلى الحد الأدنى العالمي لـ  - من دالة التكلفة J لثيتا.,immediately go to the global minimum of the- of the cost function J of Theta.,,,,,,,,
والكثير من التراكيب,"And, and a lot of the build up,",,,,,,,,
"، الكثير من هذا الترميز ، كما تعلمون","a lot of this notation is, you know,",,,,,,,,
"، هل هناك- ماذا يعني هذا وهل هناك",is there- what does this mean and is there,,,,,,,,
طريقة سهلة لحساب مشتق J من ثيتا؟,an easy way to compute the derivative of J of Theta?,,,,,,,,
"تمام؟  لذا ، أم ، آه ،","Okay? So, um, ah,",,,,,,,,
"لذلك آمل أن تفهم ملاحظات المحاضرة عندما آمل أن تلقي نظرة عليها ،","so I hope you understand the lecture notes when hopefully you take a look at them,",,,,,,,,
"آه ، فقط بعض الاشتقاقات الأخرى.","ah, just a couple other derivations.",,,,,,,,
"أم ، إذا كانت A [الضوضاء] عبارة عن مصفوفة مربعة.","Um, if A [NOISE] is a square matrix.",,,,,,,,
لنفترض أن A عبارة عن مصفوفة [ضوضاء] N و,"So let's say A is a [NOISE] N,",,,,,,,,
N بواسطة N.,N by N matrix.,,,,,,,,
لذا فإن عدد الصفوف يساوي عدد الأعمدة.,So number of rows equals number of columns.,,,,,,,,
"أممم ، سأشير إلى تتبع A","Um, I'm going to denote the trace of A",,,,,,,,
[ضوضاء] ليكون مساويًا لـ [ضوضاء] مجموع الإدخالات القطرية.,[NOISE] to be equal to [NOISE] the sum of the diagonal entries.,,,,,,,,
[ضوضاء] مجموع أنا من A_ii.,[NOISE] So sum of i of A_ii.,,,,,,,,
"وهذا واضح في تتبع A ، um ،","And this is pronounced the trace of A, um, and, ah,",,,,,,,,
و- و- ويمكنك- يمكنك أيضًا كتابة هذا كعامل,and- and you can- you can also write this as,,,,,,,,
"تتبع مثل وظيفة التتبع المطبقة على A ،",trace operator like the trace function applied to A,,,,,,,,
"لكن بالمصادفة ، نكتب غالبًا تتبع A بدون الأقواس.",but by convention we often write trace of A without the parentheses.,,,,,,,,
وهذا ما يسمى تتبع أ.,And so this is called the trace of A.,,,,,,,,
[ضوضاء] لذا فإن التتبع يعني فقط مجموع الإدخالات,"[NOISE] So trace just means sum of diagonal entries and,",,,,,,,,
"القطرية ، وبعض الحقائق حول تتبع المصفوفة.","um, some facts about the trace of a matrix.",,,,,,,,
"كما تعلم ، فإن أثر A","You know, trace of A is equal to",,,,,,,,
يساوي تتبع منقول A لأنك إذا قمت بنقل مصفوفة,"the trace of A transpose because if you transpose a matrix,",,,,,,,,
"، فأنت تقوم بقلبها على طول- المحور 45 درجة.","right, you're just flipping it along the- the 45 degree axis.",,,,,,,,
وهكذا تظل المدخلات القطرية كما هي عند قلب المصفوفة.,And so the the diagonal entries actually stay the same when you transpose the matrix.,,,,,,,,
"إذن ، تتبع A يساوي تتبع A منقول ، um ،","So the trace of A is equal to trace of A transpose, um,",,,,,,,,
"ثم ، آه ، هناك - هناك بعض الخصائص المفيدة الأخرى لـ ،","and then, ah, there-there are some other useful properties of,",,,,,,,,
"um ، عامل التتبع.","um, the trace operator.",,,,,,,,
"حسنًا ، هذه واحدة لا أريد إثباتها ولكن يمكنك العودة إلى المنزل","Um, here's one that I don't want to prove but that you could go home and prove",,,,,,,,
"وإثبات نفسك مع القليل من العمل مع القليل من العمل ، ربما لا ،","yourself with a-with a few with- with a little bit of work, maybe not,",,,,,,,,
"ليس كثيرًا وهو ،","not too much which is,",,,,,,,,
"آه ، إذا حددت  ، um ،","ah, if you define, um,",,,,,,,,
F لـ A [NOISE] يساوي تتبع A في B.,F of A [NOISE] equals trace of A times B.,,,,,,,,
"لذا هنا إذا كانت B عبارة عن مصفوفة ثابتة ، صحيح ، آه ،","So here if B is some fixed matrix, right, ah,",,,,,,,,
وما تفعله F لـ A أنها تضرب A,and what F of A does is it multiplies A and,,,,,,,,
و B ثم تأخذ مجموع الإدخالات القطرية  .,B and then it takes the sum of diagonal entries.,,,,,,,,
"ثم اتضح أن المشتق بالنسبة لـ A لـ F لـ A يساوي ،","Then it turns out that the derivative with respect to A of F of A is equal to,",,,,,,,,
"um ، B تبديل [NOISE].","um, B transpose [NOISE].",,,,,,,,
"اممم ، وهذا ، آه ، يمكنك إثبات ذلك بنفسك.","Um, and this is, ah, you could prove this yourself.",,,,,,,,
"لأي مصفوفة B ، إذا تم تعريف F لـ A بهذه الطريقة ،","For any matrix B, if F of A is defined this way,",,,,,,,,
فإن المشتق يساوي مدور B.,the de- the derivative is equal to B transpose.,,,,,,,,
"أم ، وظيفة التتبع أو عامل التتبع له خصائص أخرى مثيرة للاهتمام.","Um, the trace function or the trace operator has other interesting properties.",,,,,,,,
أثر AB يساوي أثر BA.,The trace of AB is equal to the trace of BA.,,,,,,,,
"آه ، اممم ، يمكنك - يمكنك إثبات ذلك من المبادئ السابقة ،","Ah, um, you could- you could prove this from past principles,",,,,,,,,
"إنه عمل قليل لإثبات ،","it's a little bit of work to prove,",,,,,,,,
"آه ، آه ، ذلك -","ah, ah, that- that you,",,,,,,,,
"أنك إذا وسعت تعريف A و B ، يجب أن تثبت",if you expand out the definition of A and B it should prove,,,,,,,,
أن [ضوضاء]  وتتبع A في B في,that [NOISE] and the trace of A times B times,,,,,,,,
"C يساوي [NOISE] تتبع C في A في B. Ah ،","C is equal to [NOISE] the trace of C times A times B. Ah,",,,,,,,,
هذه خاصية تبديل دوري.,this is a cyclic permutation property.,,,,,,,,
"إذا كان لديك عملية ضرب ، كما تعلم ،","If you have a multiply, you know,",,,,,,,,
"اضرب عدة مصفوفات معًا ، يمكنك دائمًا أخذ واحدة",multiply several matrices together you can always take one from,,,,,,,,
من النهاية ونقلها إلى الأمام وسيظل التتبع كما هو.,the end and move it to the front and the trace will remain the same.,,,,,,,,
[,"[NOISE] And,",,,,,,,,
"ضوضاء] وهناك شيء آخر يصعب إثباته قليلاً وهو أن التتبع ،","um, another one that is a little bit harder to prove is that the trace,",,,,,,,,
"عفواً ، مشتق A trans of","excuse me, the derivative of A trans- of",,,,,,,,
AA transpose C هو [NOISE] حسنًا.,AA transpose C is [NOISE] Okay.,,,,,,,,
نعم.  لذا أعتقد - تمامًا كما تعلمون,"Yeah. So I think just as- just as for you know, ordinary,",,,,,,,,
"، حساب التفاضل والتكامل العادي ، أننا نعلم أن مشتقة X تربيع هي 2_X.","um, calculus we know the derivative of X squared is 2_X.",,,,,,,,
حق.  وهكذا توصلنا جميعًا إلى ذلك جيدًا.,Right. And so we all figured out that very well.,,,,,,,,
نحن نستخدمه كثيرًا دون الحاجة إلى إعادة اشتقاقه في كل مرة.,We just use it too much without- without having to re-derive it every time.,,,,,,,,
"آه ، هذا قليلا من هذا القبيل.","Ah, this is a little bit like that.",,,,,,,,
تتبع A تربيع C,"The trace of A squared C is,",,,,,,,,
يساوي مرتين في CA.,"you know, two times CA.",,,,,,,,
حق.  إنه يشبه ذلك قليلاً ولكن - لكن مع - مع وجود تدوين المصفوفة هناك.,Right. It's a little bit like that but- but with- with matrix notation as there.,,,,,,,,
"لذا فكر في هذا على أنه مشابه لـ D ،","So think of this as analogous to D,",,,,,,,,
DA لـ A تربيع C يساوي 2AC.,DA of A squared C equals 2AC.,,,,,,,,
حق.  لكن هذا مثل نسخة المصفوفة من ذلك.,Right. But that is like the matrix version of that.,,,,,,,,
[ضوضاء],[NOISE],,,,,,,,
"حسنًا.  أخيرًا ،","All right. So finally, um,",,,,,,,,
"ما أود فعله هو أخذ J من Theta والتعبير عنها في هذا ،","what I'd like to do is take J of Theta and express it in this,",,,,,,,,
"آه ، كما تعلمون ، تدوين متجه المصفوفة.","uh, you know, matrix vector notation.",,,,,,,,
"إذن يمكننا أخذ المشتقات بالنسبة إلى ثيتا ،","So we can take derivatives with respect to Theta,",,,,,,,,
